Date,Close,High,Low,Open,Volume
1/29/93,24.52608871459961,24.54353258993005,24.421425462616966,24.54353258993005,1003200
2/1/93,24.700517654418945,24.70051765441894,24.543522838818824,24.543522838818824,480500
2/2/93,24.752849578857422,24.77029344748241,24.63074249848251,24.68307410435747,201300
2/3/93,25.01449203491211,25.03193589267704,24.770278026203066,24.787721883967997,529400
2/4/93,25.11916732788086,25.17149892648061,24.822621602482265,25.10172346168094,531500
2/5/93,25.10171127319336,25.154042846382783,24.962160411354898,25.10171127319336,492100
2/8/93,25.10171127319336,25.18893056,25.066823557733745,25.10171127319336,596100
2/9/93,24.927295684814453,25.014515053900578,24.87496406336278,25.014515053900578,122100
2/10/93,24.962167739868164,24.979611602719224,24.857504562761797,24.92728001416604,379600
2/11/93,25.084270477294922,25.188933636449143,24.997051177999737,24.997051177999737,19500
2/12/93,24.89238739013672,25.049382124902824,24.89238739013672,25.049382124902824,42500
2/16/93,24.26441764831543,24.82262136,24.229529916254588,24.82262136,374800
2/17/93,24.246978759765625,24.29931036859965,24.15975941170891,24.264422629376966,210900
2/18/93,24.229537963867188,24.526083784879244,23.89810439920666,24.526083784879244,378100
2/19/93,24.316747665405273,24.316747665405273,24.19464061113136,24.229528340923906,34900
2/22/93,24.40396499633789,24.438852723280476,24.31674567898143,24.386521132866598,513600
2/23/93,24.386524200439453,24.491187394432757,24.26441714,24.473743528767205,373700
2/24/93,24.700517654418945,24.70051765441894,24.403971891618717,24.403971891618717,26300
2/25/93,24.752849578857422,24.77029344748241,24.63074249848251,24.68307410435747,44500
2/26/93,24.787731170654297,24.805175034954544,24.66562412055255,24.805175034954544,66200
3/1/93,24.717973709106445,24.87496860210712,24.683085955106296,24.87496860210712,66500
3/2/93,25.084270477294922,25.084270477294922,24.700505560396113,24.735393280114184,182400
3/3/93,25.188947677612305,25.206391547195143,25.084284460115303,25.11917219928097,280100
3/4/93,25.04938316345215,25.223821764868948,25.049383163452152,25.223821764868948,89500
3/5/93,24.97962188720703,25.18894832760262,24.962178017174065,25.084285107404828,40000
3/8/93,25.537818908691406,25.537818908691406,25.03194681282252,25.03194681282252,50800
3/9/93,25.45059585571289,25.50292744417563,25.39826426725015,25.485483581354718,169300
3/10/93,25.50292969,25.50292969,25.345934908301984,25.450598094433992,194400
3/11/93,25.433143615722656,25.590138329399956,25.398255901572146,25.520362901098935,70900
3/12/93,25.171485900878906,25.24126132957157,25.01449118632041,25.223817472398405,643600
3/15/93,25.293615341186523,25.29361534118652,25.154064359993768,25.154064359993768,310800
3/16/93,25.293615341186523,25.363390831782898,25.29361534118652,25.29361534118652,30800
3/17/93,25.136608123779297,25.25871517,25.10172039564081,25.25871517,21800
3/18/93,25.293615341186523,25.398278577081086,25.24128372323924,25.24128372323924,59300
3/19/93,25.255327224731445,25.39553723014286,25.255327224731445,25.39553723014286,66900
3/22/93,25.115121841430664,25.16770060313638,24.992438064117326,25.009964318019232,183400
3/23/93,25.167699813842773,25.202752320547294,25.13264730713826,25.185226067195035,55200
3/24/93,25.167699813842773,25.272857333956324,25.00996353367245,25.13264730713826,37200
3/25/93,25.325448989868164,25.37802777669834,25.15018636710091,25.18523889165436,110100
3/26/93,25.18522071838379,25.325430715424197,25.167694468753737,25.30790446579415,101500
3/29/93,25.290376663208008,25.413060403084966,25.20274542043875,25.20274542043875,87100
3/30/93,25.36048126220703,25.36048126220703,25.29037626908414,25.325428765645583,56000
3/31/93,25.342954635620117,25.500690867792024,25.342954635620117,25.43058587571562,111600
4/1/93,25.255327224731445,25.378010979466435,25.20274847270216,25.378010979466435,129500
4/2/93,24.729520797729492,25.044993068713993,24.72952079772949,25.044993068713993,59400
4/5/93,24.85222816467285,24.922333180652185,24.782123148693522,24.922333180652185,172200
4/6/93,24.78211021,24.904793928165248,24.71200523484377,24.904793928165248,129700
4/7/93,24.86975098,24.86975098,24.764593467147858,24.81717222185518,28000
4/8/93,24.83471107,24.974921158526087,24.72955351205636,24.974921158526087,180800
4/12/93,25.18522071838379,25.20274696801384,25.045010721343377,25.08006322060348,348500
4/13/93,25.237804412841797,25.325435678164165,25.15017314751943,25.167699400583903,146100
4/14/93,25.20275115966797,25.272856169847852,25.18522491,25.255329917302884,119600
4/15/93,25.20275115966797,25.255329917302884,25.097593644398145,25.18522491,148600
4/16/93,25.20275115966797,25.255329917302884,25.16769865457803,25.22027741221294,47900
4/19/93,25.09760284423828,25.272865433932687,25.080076585268845,25.202760398054924,157000
4/20/93,24.97492027282715,25.09760409171121,24.817183934261923,25.06255157203005,279500
4/21/93,24.957387924194336,25.02749294645331,24.887282901935365,25.02749294645331,67900
4/22/93,24.641918182373047,25.062548364717962,24.641918182373043,24.852233273545504,97700
4/23/93,24.53674889,24.65943263053894,24.50169638769967,24.58932763372149,106000
4/26/93,24.34395980834961,24.641906040705223,24.27385481250123,24.55427479589475,62600
4/27/93,24.606849670410156,24.606849670410153,24.308903484942224,24.308903484942224,156800
4/28/93,24.554292678833008,24.624397725739026,24.51924016,24.571818940559513,85900
4/29/93,24.65941811,24.65941811,24.46662948,24.60683938943501,85000
4/30/93,24.69449806213379,24.834708129200553,24.69449806213379,24.747076837283828,88500
5/3/93,24.85222816467285,24.852228164672855,24.624386862740028,24.729544386709023,80500
5/4/93,24.939849853515625,25.027481089824533,24.869744864468498,24.90479735899206,149100
5/5/93,25.00995445251465,25.097585687456885,24.939849464560858,24.939849464560858,109000
5/6/93,24.92232894897461,24.992433953050487,24.90480269795564,24.974907702031516,54700
5/7/93,24.86975098,24.939855982838925,24.834698473424286,24.939855982838925,68000
5/10/93,24.92232894897461,25.062538957126364,24.90480269795564,24.90480269795564,113900
5/11/93,25.027484893798828,25.027484893798828,24.852222394542533,24.922327394245052,42600
5/12/93,24.99242592,25.009952163963803,24.92232093704031,24.92232093704031,31000
5/13/93,24.69449806213379,24.887286904350592,24.676971803750444,24.887286904350592,129100
5/14/93,24.676973342895508,24.76460464027795,24.659447083419018,24.694499602371994,63500
5/17/93,24.764604568481445,24.76460456848144,24.641920752501704,24.747078309055766,34000
5/18/93,24.747066497802734,24.799645250985034,24.659435242498898,24.782118999924265,105200
5/19/93,25.255327224731445,25.255327224731445,24.589329699027214,24.74706595511506,50200
5/20/93,25.325448989868164,25.325448989868164,25.202765153931086,25.25534394076126,98200
5/21/93,25.09760284423828,25.378022987749326,25.080076585268845,25.342970469810446,221400
5/24/93,25.20275115966797,25.290382422392824,25.150172402033057,25.150172402033057,30500
5/25/93,25.255327224731445,25.307905976760726,25.255327224731445,25.307905976760726,191800
5/26/93,25.570802688598633,25.58832894129815,25.307908898105843,25.32543515080536,102400
5/27/93,25.483169555664062,25.605853315560655,25.448117052836462,25.605853315560655,53800
5/28/93,25.36048126220703,25.465638751891372,25.237797524241966,25.465638751891372,79100
6/1/93,25.605857849121094,25.69348912170535,25.413069049435716,25.44812155846942,28300
6/2/93,25.570802688598633,25.658433952096228,25.43059266700248,25.535750183199593,20300
6/3/93,25.483169555664062,25.51822205849166,25.430590801422664,25.51822205849166,21600
6/4/93,25.39554786682129,25.413074124838417,25.290390318718508,25.413074124838417,32000
6/7/93,25.307910919189453,25.448120951982744,25.307910919189453,25.448120951982744,121400
