Price,Close,High,Low,Open,Volume
Ticker,SPY,SPY,SPY,SPY,SPY
Date,,,,,
1993-01-29,24.52608871459961,24.54353258993005,24.421425462616966,24.54353258993005,1003200
1993-02-01,24.700517654418945,24.70051765441894,24.543522838818824,24.543522838818824,480500
1993-02-02,24.752849578857422,24.77029344748241,24.63074249848251,24.68307410435747,201300
1993-02-03,25.01449203491211,25.03193589267704,24.770278026203066,24.787721883967997,529400
1993-02-04,25.11916732788086,25.17149892648061,24.822621602482265,25.10172346168094,531500
1993-02-05,25.10171127319336,25.154042846382783,24.962160411354898,25.10171127319336,492100
1993-02-08,25.10171127319336,25.1889305618424,25.066823557733745,25.10171127319336,596100
1993-02-09,24.927295684814453,25.014515053900578,24.87496406336278,25.014515053900578,122100
1993-02-10,24.962167739868164,24.979611602719224,24.857504562761797,24.92728001416604,379600
1993-02-11,25.084270477294922,25.188933636449143,24.997051177999737,24.997051177999737,19500
1993-02-12,24.89238739013672,25.049382124902824,24.89238739013672,25.049382124902824,42500
1993-02-16,24.26441764831543,24.8226213612889,24.229529916254588,24.8226213612889,374800
1993-02-17,24.246978759765625,24.29931036859965,24.15975941170891,24.264422629376966,210900
1993-02-18,24.229537963867188,24.526083784879244,23.89810439920666,24.526083784879244,378100
1993-02-19,24.316747665405273,24.316747665405273,24.19464061113136,24.229528340923906,34900
1993-02-22,24.40396499633789,24.438852723280476,24.31674567898143,24.386521132866598,513600
1993-02-23,24.386524200439453,24.491187394432757,24.2644171407806,24.473743528767205,373700
1993-02-24,24.700517654418945,24.70051765441894,24.403971891618717,24.403971891618717,26300
1993-02-25,24.752849578857422,24.77029344748241,24.63074249848251,24.68307410435747,44500
1993-02-26,24.787731170654297,24.805175034954544,24.66562412055255,24.805175034954544,66200
1993-03-01,24.717973709106445,24.87496860210712,24.683085955106296,24.87496860210712,66500
1993-03-02,25.084270477294922,25.084270477294922,24.700505560396113,24.735393280114184,182400
1993-03-03,25.188947677612305,25.206391547195143,25.084284460115303,25.11917219928097,280100
1993-03-04,25.04938316345215,25.223821764868948,25.049383163452152,25.223821764868948,89500
1993-03-05,24.97962188720703,25.18894832760262,24.962178017174065,25.084285107404828,40000
1993-03-08,25.537818908691406,25.537818908691406,25.03194681282252,25.03194681282252,50800
1993-03-09,25.45059585571289,25.50292744417563,25.39826426725015,25.485483581354718,169300
1993-03-10,25.5029296875,25.5029296875,25.345934908301984,25.450598094433992,194400
1993-03-11,25.433143615722656,25.590138329399956,25.398255901572146,25.520362901098935,70900
1993-03-12,25.171485900878906,25.24126132957157,25.01449118632041,25.223817472398405,643600
1993-03-15,25.293615341186523,25.29361534118652,25.154064359993768,25.154064359993768,310800
1993-03-16,25.293615341186523,25.363390831782898,25.29361534118652,25.29361534118652,30800
1993-03-17,25.136608123779297,25.258715172264,25.10172039564081,25.258715172264,21800
1993-03-18,25.293615341186523,25.398278577081086,25.24128372323924,25.24128372323924,59300
1993-03-19,25.255327224731445,25.39553723014286,25.255327224731445,25.39553723014286,66900
1993-03-22,25.115121841430664,25.16770060313638,24.992438064117326,25.009964318019232,183400
1993-03-23,25.167699813842773,25.202752320547294,25.13264730713826,25.185226067195035,55200
1993-03-24,25.167699813842773,25.272857333956324,25.00996353367245,25.13264730713826,37200
1993-03-25,25.325448989868164,25.37802777669834,25.15018636710091,25.18523889165436,110100
1993-03-26,25.18522071838379,25.325430715424197,25.167694468753737,25.30790446579415,101500
1993-03-29,25.290376663208008,25.413060403084966,25.20274542043875,25.20274542043875,87100
1993-03-30,25.36048126220703,25.36048126220703,25.29037626908414,25.325428765645583,56000
1993-03-31,25.342954635620117,25.500690867792024,25.342954635620117,25.43058587571562,111600
1993-04-01,25.255327224731445,25.378010979466435,25.20274847270216,25.378010979466435,129500
1993-04-02,24.729520797729492,25.044993068713993,24.72952079772949,25.044993068713993,59400
1993-04-05,24.85222816467285,24.922333180652185,24.782123148693522,24.922333180652185,172200
1993-04-06,24.7821102142334,24.904793928165248,24.71200523484377,24.904793928165248,129700
1993-04-07,24.8697509765625,24.8697509765625,24.764593467147858,24.81717222185518,28000
1993-04-08,24.8347110748291,24.974921158526087,24.72955351205636,24.974921158526087,180800
1993-04-12,25.18522071838379,25.20274696801384,25.045010721343377,25.08006322060348,348500
1993-04-13,25.237804412841797,25.325435678164165,25.15017314751943,25.167699400583903,146100
1993-04-14,25.20275115966797,25.272856169847852,25.185224907123,25.255329917302884,119600
1993-04-15,25.20275115966797,25.255329917302884,25.097593644398145,25.185224907123,148600
1993-04-16,25.20275115966797,25.255329917302884,25.16769865457803,25.22027741221294,47900
1993-04-19,25.09760284423828,25.272865433932687,25.080076585268845,25.202760398054924,157000
1993-04-20,24.97492027282715,25.09760409171121,24.817183934261923,25.06255157203005,279500
1993-04-21,24.957387924194336,25.02749294645331,24.887282901935365,25.02749294645331,67900
1993-04-22,24.641918182373047,25.062548364717962,24.641918182373043,24.852233273545504,97700
1993-04-23,24.5367488861084,24.65943263053894,24.50169638769967,24.58932763372149,106000
1993-04-26,24.34395980834961,24.641906040705223,24.27385481250123,24.55427479589475,62600
1993-04-27,24.606849670410156,24.606849670410153,24.308903484942224,24.308903484942224,156800
1993-04-28,24.554292678833008,24.624397725739026,24.51924015538,24.571818940559513,85900
1993-04-29,24.6594181060791,24.6594181060791,24.4666294783841,24.60683938943501,85000
1993-04-30,24.69449806213379,24.834708129200553,24.69449806213379,24.747076837283828,88500
1993-05-03,24.85222816467285,24.852228164672855,24.624386862740028,24.729544386709023,80500
1993-05-04,24.939849853515625,25.027481089824533,24.869744864468498,24.90479735899206,149100
1993-05-05,25.00995445251465,25.097585687456885,24.939849464560858,24.939849464560858,109000
1993-05-06,24.92232894897461,24.992433953050487,24.90480269795564,24.974907702031516,54700
1993-05-07,24.8697509765625,24.939855982838925,24.834698473424286,24.939855982838925,68000
1993-05-10,24.92232894897461,25.062538957126364,24.90480269795564,24.90480269795564,113900
1993-05-11,25.027484893798828,25.027484893798828,24.852222394542533,24.922327394245052,42600
1993-05-12,24.9924259185791,25.009952163963803,24.92232093704031,24.92232093704031,31000
1993-05-13,24.69449806213379,24.887286904350592,24.676971803750444,24.887286904350592,129100
1993-05-14,24.676973342895508,24.76460464027795,24.659447083419018,24.694499602371994,63500
1993-05-17,24.764604568481445,24.76460456848144,24.641920752501704,24.747078309055766,34000
1993-05-18,24.747066497802734,24.799645250985034,24.659435242498898,24.782118999924265,105200
1993-05-19,25.255327224731445,25.255327224731445,24.589329699027214,24.74706595511506,50200
1993-05-20,25.325448989868164,25.325448989868164,25.202765153931086,25.25534394076126,98200
1993-05-21,25.09760284423828,25.378022987749326,25.080076585268845,25.342970469810446,221400
1993-05-24,25.20275115966797,25.290382422392824,25.150172402033057,25.150172402033057,30500
1993-05-25,25.255327224731445,25.307905976760726,25.255327224731445,25.307905976760726,191800
1993-05-26,25.570802688598633,25.58832894129815,25.307908898105843,25.32543515080536,102400
1993-05-27,25.483169555664062,25.605853315560655,25.448117052836462,25.605853315560655,53800
1993-05-28,25.36048126220703,25.465638751891372,25.237797524241966,25.465638751891372,79100
1993-06-01,25.605857849121094,25.69348912170535,25.413069049435716,25.44812155846942,28300
1993-06-02,25.570802688598633,25.658433952096228,25.43059266700248,25.535750183199593,20300
1993-06-03,25.483169555664062,25.51822205849166,25.430590801422664,25.51822205849166,21600
1993-06-04,25.39554786682129,25.413074124838417,25.290390318718508,25.413074124838417,32000
1993-06-07,25.307910919189453,25.448120951982744,25.307910919189453,25.448120951982744,121400
1993-06-08,25.0800724029541,25.237808707375198,25.0800724029541,25.237808707375198,104500
1993-06-09,25.167699813842773,25.272857333956324,25.13264730713826,25.167699813842777,43300
1993-06-10,25.18522071838379,25.20274696801384,25.09758947023353,25.150168219123685,17900
1993-06-11,25.290376663208008,25.32542916031571,25.185219171884896,25.272850414654155,647400
1993-06-14,25.255327224731445,25.34295847811358,25.255327224731445,25.32543222743715,64200
1993-06-15,25.20275115966797,25.307908674937796,25.202751159667972,25.290382422392824,142400
1993-06-16,25.255327224731445,25.255327224731445,25.132643469996456,25.20274847270216,330900
1993-06-17,25.342954635620117,25.342954635620117,25.25532339552461,25.307902139581913,37400
1993-06-18,25.134262084960938,25.32841719938128,25.134262084960938,25.32841719938128,58500
1993-06-21,25.187210083007812,25.20486054557474,25.151909157873952,25.20486054557474,29300
1993-06-22,25.20486068725586,25.222511149922006,25.16955976192357,25.222511149922006,137500
1993-06-23,24.975414276123047,25.204870379013226,24.97541427612305,25.204870379013226,227600
1993-06-24,25.31073570251465,25.310735702514652,25.045979052906755,25.045979052906755,243700
1993-06-25,25.293113708496094,25.363715561136697,25.275463245335942,25.293113708496094,44800
1993-06-28,25.575531005859375,25.575531005859375,25.381375836042636,25.416676776009318,439900
1993-06-29,25.45197296142578,25.540225294856523,25.416672028053483,25.540225294856523,207500
1993-06-30,25.45197296142578,25.540225294856523,25.416672028053483,25.487273894798076,437600
1993-07-01,25.381362915039062,25.48726568102671,25.346061993043183,25.48726568102671,605700
1993-07-02,25.240163803100586,25.310765659892475,25.151911482110723,25.293115195694504,285400
1993-07-06,24.975414276123047,25.275472256825587,24.940113337216868,25.204870379013226,246400
1993-07-07,25.0460147857666,25.081315722744424,24.95776244332204,24.95776244332204,343700
1993-07-08,25.328413009643555,25.381364395726433,25.02835515517391,25.063656079229162,248200
1993-07-09,25.39900779724121,25.39900779724121,25.27545459739362,25.328405968756872,378200
1993-07-12,25.381362915039062,25.399013376037004,25.32841153204524,25.363712454041124,373700
1993-07-13,25.36371612548828,25.46961890680556,25.222512417065243,25.39901705259404,389600
1993-07-14,25.45197296142578,25.522574828170374,25.36372062799504,25.38137109468119,617300
1993-07-15,25.3460636138916,25.43431592452493,25.293112227511607,25.43431592452493,443800
1993-07-16,25.27548599243164,25.381388866701602,25.24018503434165,25.36373838765661,216400
1993-07-19,25.257822036743164,25.275472506370516,25.18722015823375,25.275472506370516,188200
1993-07-20,25.328413009643555,25.328413009643555,25.11660746531204,25.240160699505424,68500
1993-07-21,25.31073570251465,25.310735702514652,25.222483485978685,25.29308525920746,142700
1993-07-22,25.134262084960938,25.310766734433976,25.134262084960938,25.27546580453937,632400
1993-07-23,25.257822036743164,25.257822036743164,25.169569688606394,25.18722015823375,286200
1993-07-26,25.39900779724121,25.451959168604468,25.328405968756872,25.328405968756872,121300
1993-07-27,25.381362915039062,25.434314298032888,25.29311061004936,25.416663837034946,92800
1993-07-28,25.328413009643555,25.381364395726433,25.2931120855883,25.328413009643555,30800
1993-07-29,25.46961784362793,25.540219694892315,25.34606460391525,25.38136552954744,331000
