Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
1980-12-12,0.09872594475746155,0.09915516417440577,0.09872594475746155,0.09872594475746155,469033600
1980-12-15,0.09357532113790512,0.09400454041387873,0.09357532113790512,0.09400454041387873,175884800
1980-12-16,0.08670707792043686,0.087136291402555,0.08670707792043686,0.087136291402555,105728000
1980-12-17,0.08885319530963898,0.08928241470884017,0.08885319530963898,0.08885319530963898,86441600
1980-12-18,0.09142923355102539,0.09185844705654139,0.09142923355102539,0.09142923355102539,73449600
1980-12-19,0.0970090702176094,0.09743828959767906,0.0970090702176094,0.0970090702176094,48630400
1980-12-22,0.10173045843839645,0.10216044576719974,0.10173045843839645,0.10173045843839645,37363200
1980-12-23,0.1060233861207962,0.10645260549388097,0.1060233861207962,0.1060233861207962,46950400
1980-12-24,0.11160320043563843,0.11203241979661191,0.11160320043563843,0.11160320043563843,48003200
1980-12-26,0.12190516293048859,0.1223343822866964,0.12190516293048859,0.12190516293048859,55574400
1980-12-29,0.12362197041511536,0.12405118956828529,0.12362197041511537,0.12362197041511537,93161600
1980-12-30,0.12061744928359985,0.12104665693920082,0.12061744928359985,0.12104665693920082,68880000
1980-12-31,0.11718375980854034,0.1176129790746809,0.11718375980854034,0.1176129790746809,35750400
1981-01-02,0.11847139894962311,0.11932983742976747,0.11847139894962311,0.11847139894962311,21660800
1981-01-05,0.11589609831571579,0.11632530606367941,0.11589609831571579,0.11632530606367941,35728000
1981-01-06,0.11074473708868027,0.11117395635421327,0.11074473708868027,0.11117395635421327,45158400
1981-01-07,0.1060233861207962,0.10645260549388097,0.1060233861207962,0.10645260549388097,55686400
1981-01-08,0.10387729108333588,0.10430649890720443,0.10387729108333588,0.10430649890720443,39827200
1981-01-09,0.10945712774991989,0.10988634716052624,0.10945712774991989,0.10945712774991989,21504000
1981-01-12,0.10859866440296173,0.10945709147765531,0.10859866440296174,0.10945709147765531,23699200
1981-01-13,0.10473579168319702,0.10516501127028387,0.10473579168319702,0.10516501127028387,23049600
1981-01-14,0.10516496002674103,0.10559417940468292,0.10516496002674103,0.10516496002674103,14291200
1981-01-15,0.10731098055839539,0.10816940733309828,0.10731098055839539,0.10731098055839539,14067200
1981-01-16,0.10645262151956558,0.10688184095726629,0.10645262151956558,0.10688184095726629,13395200
1981-01-19,0.11289077252149582,0.11331999159908165,0.11289077252149582,0.11289077252149582,41574400
1981-01-20,0.10945712774991989,0.10988634716052624,0.10945712774991989,0.10988634716052624,30083200
1981-01-21,0.11160320043563843,0.11246162769553605,0.11160320043563843,0.11160320043563843,15904000
1981-01-22,0.11289077252149582,0.11374921067666748,0.11289077252149582,0.11289077252149582,35548800
1981-01-23,0.1124616265296936,0.11332006524274148,0.1124616265296936,0.11289084588621755,11222400
1981-01-26,0.11074473708868027,0.11117395635421327,0.11074473708868027,0.11117395635421327,24640000
1981-01-27,0.1098862811923027,0.11074470803612388,0.1098862811923027,0.11074470803612388,23699200
1981-01-28,0.10645262151956558,0.10688184095726629,0.10645262151956558,0.10688184095726629,28156800
1981-01-29,0.10258965939283371,0.10301887878822934,0.10258965939283371,0.10301887878822934,43904000
1981-01-30,0.0970090702176094,0.09786750897774871,0.0970090702176094,0.09786750897774871,46188800
1981-02-02,0.09142923355102539,0.09185844705654139,0.09142923355102539,0.09185844705654139,23766400
1981-02-03,0.09486299008131027,0.09529220370248347,0.09486299008131027,0.09486299008131027,19152000
1981-02-04,0.09829669445753098,0.09872590222752682,0.09829669445753098,0.09829669445753098,27865600
1981-02-05,0.09829669445753098,0.09915512145956855,0.09829669445753098,0.09829669445753098,7929600
1981-02-06,0.09872594475746155,0.09915516417440577,0.09872594475746155,0.09872594475746155,13865600
1981-02-09,0.09357532113790512,0.09443375395882883,0.09357532113790512,0.09443375395882883,16755200
1981-02-10,0.09357532113790512,0.09400454041387873,0.09357532113790512,0.09357532113790512,18345600
1981-02-11,0.09057079255580902,0.09100000602221343,0.09057079255580902,0.09100000602221343,13843200
1981-02-12,0.08971162885427475,0.09014161621313643,0.08971162885427475,0.09014161621313643,14560000
1981-02-13,0.08756553381681442,0.08842396673952138,0.08756553381681442,0.08842396673952138,11155200
1981-02-17,0.08971162885427475,0.09014161621313643,0.08971162885427475,0.08971162885427475,12275200
1981-02-18,0.09357532113790512,0.09443375395882883,0.09357532113790512,0.09357532113790512,19241600
1981-02-19,0.0879947766661644,0.08842399613572227,0.0879947766661644,0.08842399613572227,22310400
1981-02-20,0.08327335864305496,0.08370257791548955,0.08327335864305496,0.08370257791548955,24371200
1981-02-23,0.08456101268529892,0.08499023199675151,0.08456101268529892,0.08456101268529892,14112000
1981-02-24,0.08155651390552521,0.08241494693925284,0.08155651390552521,0.08241494693925284,16979200
1981-02-25,0.08670707792043686,0.087136291402555,0.08670707792043686,0.08670707792043686,19488000
1981-02-26,0.0879947766661644,0.08842399613572227,0.0879947766661644,0.0879947766661644,10841600
1981-02-27,0.0910000428557396,0.09185847586703352,0.0910000428557396,0.0910000428557396,14761600
1981-03-02,0.09142923355102539,0.09185844705654139,0.09142923355102539,0.09142923355102539,11760000
1981-03-03,0.09014158695936203,0.0905708062215515,0.09014158695936203,0.0905708062215515,16172800
1981-03-04,0.08928240835666656,0.08971162199430534,0.08928240835666656,0.08971162199430534,13708800
1981-03-05,0.08885319530963898,0.08928241470884017,0.08885319530963898,0.08928241470884017,5376000
1981-03-06,0.0879947766661644,0.08885320987425402,0.0879947766661644,0.08885320987425402,11603200
1981-03-09,0.08112730085849762,0.0815565145130462,0.08112730085849762,0.0815565145130462,15321600
1981-03-10,0.07726357132196426,0.07769278492077697,0.07726357132196426,0.07769278492077697,28380800
1981-03-11,0.07425904273986816,0.07511747554752754,0.07425904273986816,0.07511747554752754,29859200
1981-03-12,0.07726357132196426,0.07769278492077697,0.07726357132196426,0.07726357132196426,59248000
1981-03-13,0.07640518248081207,0.07683439632729076,0.07640518248081207,0.07683439632729076,231302400
1981-03-16,0.07941040396690369,0.08026883667395274,0.07941040396690369,0.07941040396690369,37228800
1981-03-17,0.08327335864305496,0.08413179145690065,0.08327335864305496,0.08327335864305496,43747200
1981-03-18,0.088423952460289,0.08928238524437106,0.088423952460289,0.088423952460289,36937600
1981-03-19,0.08756553381681442,0.0879947474126558,0.08756553381681442,0.0879947474126558,37811200
1981-03-20,0.088423952460289,0.08928238524437106,0.088423952460289,0.088423952460289,14604800
1981-03-23,0.09185848385095596,0.092716916936861,0.09185848385095596,0.09185848385095596,22019200
1981-03-24,0.09142923355102539,0.09185844705654139,0.09142923355102539,0.09185844705654139,28156800
1981-03-25,0.08971162885427475,0.09057083561462104,0.08971162885427475,0.09057083561462104,7056000
1981-03-26,0.0879947766661644,0.08842399613572227,0.0879947766661644,0.08842399613572227,12275200
1981-03-27,0.08499020338058472,0.08541941681649733,0.08499020338058472,0.08541941681649733,12252800
1981-03-30,0.08499020338058472,0.08584863598343201,0.08499020338058472,0.08499020338058472,9900800
1981-03-31,0.08413179963827133,0.08499023253559505,0.08413179963827133,0.08499023253559505,15993600
1981-04-01,0.08327335864305496,0.08370257791548955,0.08327335864305496,0.08370257791548955,34070400
1981-04-02,0.09057079255580902,0.09100000602221343,0.09057079255580902,0.09057079255580902,31404800
1981-04-03,0.0910000428557396,0.09142926222689896,0.0910000428557396,0.0910000428557396,16486400
1981-04-06,0.08928240835666656,0.08971162199430534,0.08928240835666656,0.08971162199430534,22803200
1981-04-07,0.088423952460289,0.08885316598681839,0.088423952460289,0.08885316598681839,10684800
1981-04-08,0.09271688759326935,0.09357532040749247,0.09271688759326935,0.09271688759326935,21952000
1981-04-09,0.09443376958370209,0.09486298893069371,0.09443376958370209,0.09443376958370209,12499200
1981-04-10,0.09572143107652664,0.09615064473366969,0.09572143107652664,0.09572143107652664,33465600
1981-04-13,0.09572143107652664,0.09615064473366969,0.09572143107652664,0.09572143107652664,16060800
1981-04-14,0.09572143107652664,0.09615064473366969,0.09572143107652664,0.09572143107652664,6652800
1981-04-15,0.0910000428557396,0.09142926222689896,0.0910000428557396,0.09142926222689896,34048000
1981-04-16,0.08584864437580109,0.08627785785367263,0.08584864437580109,0.08627785785367263,23878400
1981-04-20,0.088423952460289,0.08885316598681839,0.088423952460289,0.088423952460289,35347200
1981-04-21,0.09443376958370209,0.09486298893069371,0.09443376958370209,0.09443376958370209,28537600
1981-04-22,0.09786748886108398,0.0982967081529276,0.09786748886108398,0.09786748886108398,18995200
1981-04-23,0.10044277459383011,0.1008719938553582,0.10044277459383012,0.10044277459383012,58016000
1981-04-24,0.09958437085151672,0.10044279811353572,0.09958437085151672,0.10044279811353572,35056000
1981-04-27,0.09872594475746155,0.09915516417440577,0.09872594475746155,0.09915516417440577,38528000
1981-04-28,0.0970090702176094,0.09743828959767906,0.0970090702176094,0.09743828959767906,32188800
1981-04-29,0.09572143107652664,0.09615064473366969,0.09572143107652664,0.09615064473366969,13641600
1981-04-30,0.097438283264637,0.09829672196898169,0.097438283264637,0.097438283264637,12611200
1981-05-01,0.097438283264637,0.09829672196898169,0.097438283264637,0.097438283264637,16553600
1981-05-04,0.0970090702176094,0.09743828959767906,0.0970090702176094,0.09743828959767906,14448000
1981-05-05,0.09657984972000122,0.09700905758211642,0.09657984972000122,0.09700905758211642,17539200
1981-05-06,0.0940045490860939,0.0944337626706403,0.0940045490860939,0.0944337626706403,18950400
1981-05-07,0.09529218077659607,0.09572140002553,0.09529218077659607,0.09529218077659607,9363200
1981-05-08,0.09615064412355423,0.09657986350899872,0.09615064412355423,0.09615064412355423,7907200
